Figure	figure	F	Fi	Fig	Figu	e	re	ure	gure	INITCAP	NODIGIT	0	NOPUNCT	Figure	Xxxx	Xx	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
summarizes	summarizes	s	su	sum	summ	s	es	zes	izes	NOCAPS	NODIGIT	0	NOPUNCT	summarizes	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
the	the	t	th	the	the	e	he	the	the	NOCAPS	NODIGIT	0	NOPUNCT	the	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
results	results	r	re	res	resu	s	ts	lts	ults	NOCAPS	NODIGIT	0	NOPUNCT	results	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
from	from	f	fr	fro	from	m	om	rom	from	NOCAPS	NODIGIT	0	NOPUNCT	from	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
the	the	t	th	the	the	e	he	the	the	NOCAPS	NODIGIT	0	NOPUNCT	the	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
specific	specific	s	sp	spe	spec	c	ic	fic	ific	NOCAPS	NODIGIT	0	NOPUNCT	specific	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	I-<me_method>	I-<me_method>
heat	heat	h	he	hea	heat	t	at	eat	heat	NOCAPS	NODIGIT	0	NOPUNCT	heat	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<me_method>	<me_method>
(	(	(	(	(	(	(	(	(	(	ALLCAPS	NODIGIT	1	OPENBRACKET	(	(	(	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
c	c	c	c	c	c	c	c	c	c	NOCAPS	NODIGIT	1	NOPUNCT	c	x	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
p	p	p	p	p	p	p	p	p	p	NOCAPS	NODIGIT	1	NOPUNCT	p	x	x	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
)	)	)	)	)	)	)	)	)	)	ALLCAPS	NODIGIT	1	ENDBRACKET	)	)	)	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
measurements	measurements	m	me	mea	meas	s	ts	nts	ents	NOCAPS	NODIGIT	0	NOPUNCT	measurements	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
for	for	f	fo	for	for	r	or	for	for	NOCAPS	NODIGIT	0	NOPUNCT	for	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
SnSb	snsb	S	Sn	SnS	SnSb	b	Sb	nSb	SnSb	INITCAP	NODIGIT	0	NOPUNCT	SnSb	XxXXx	XxXx	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	true	I-<material>	I-<material>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
As	as	A	As	As	As	s	As	As	As	INITCAP	NODIGIT	0	NOPUNCT	As	Xx	Xx	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
can	can	c	ca	can	can	n	an	can	can	NOCAPS	NODIGIT	0	NOPUNCT	can	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
be	be	b	be	be	be	e	be	be	be	NOCAPS	NODIGIT	0	NOPUNCT	be	xx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
seen	seen	s	se	see	seen	n	en	een	seen	NOCAPS	NODIGIT	0	NOPUNCT	seen	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
in	in	i	in	in	in	n	in	in	in	NOCAPS	NODIGIT	0	NOPUNCT	in	xx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
Fig	fig	F	Fi	Fig	Fig	g	ig	Fig	Fig	INITCAP	NODIGIT	0	NOPUNCT	Fig	Xxx	Xx	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
c	c	c	c	c	c	c	c	c	c	NOCAPS	NODIGIT	1	NOPUNCT	c	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
p	p	p	p	p	p	p	p	p	p	NOCAPS	NODIGIT	1	NOPUNCT	p	x	x	DIFFERENTFONT	LOWERFONT	false	false	SUBSCRIPT	false	<other>	<other>
varies	varies	v	va	var	vari	s	es	ies	ries	NOCAPS	NODIGIT	0	NOPUNCT	varies	xxxx	x	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
smoothly	smoothly	s	sm	smo	smoo	y	ly	hly	thly	NOCAPS	NODIGIT	0	NOPUNCT	smoothly	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
across	across	a	ac	acr	acro	s	ss	oss	ross	NOCAPS	NODIGIT	0	NOPUNCT	across	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
T	t	T	T	T	T	T	T	T	T	ALLCAPS	NODIGIT	1	NOPUNCT	T	X	X	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
ρ	ρ	ρ	ρ	ρ	ρ	ρ	ρ	ρ	ρ	NOCAPS	NODIGIT	1	NOPUNCT	ρ	x	x	DIFFERENTFONT	LOWERFONT	false	false	SUPERSCRIPT	false	<other>	<other>
c	c	c	c	c	c	c	c	c	c	NOCAPS	NODIGIT	1	NOPUNCT	c	x	x	DIFFERENTFONT	SAMEFONTSIZE	false	false	SUBSCRIPT	false	<other>	<other>
while	while	w	wh	whi	whil	e	le	ile	hile	NOCAPS	NODIGIT	0	NOPUNCT	while	xxxx	x	DIFFERENTFONT	HIGHERFONT	false	false	BASELINE	false	<other>	<other>
exhibits	exhibits	e	ex	exh	exhi	s	ts	its	bits	NOCAPS	NODIGIT	0	NOPUNCT	exhibits	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
a	a	a	a	a	a	a	a	a	a	NOCAPS	NODIGIT	1	NOPUNCT	a	x	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
sharp	sharp	s	sh	sha	shar	p	rp	arp	harp	NOCAPS	NODIGIT	0	NOPUNCT	sharp	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
jump	jump	j	ju	jum	jump	p	mp	ump	jump	NOCAPS	NODIGIT	0	NOPUNCT	jump	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
at	at	a	at	at	at	t	at	at	at	NOCAPS	NODIGIT	0	NOPUNCT	at	xx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
∼	∼	∼	∼	∼	∼	∼	∼	∼	∼	ALLCAPS	NODIGIT	1	NOPUNCT	∼	∼	∼	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	I-<tcValue>	<other>
1	1	1	1	1	1	1	1	1	1	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<tcValue>	<other>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<tcValue>	<other>
6	6	6	6	6	6	6	6	6	6	NOCAPS	ALLDIGIT	1	NOPUNCT	X	d	d	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<tcValue>	<other>
K	k	K	K	K	K	K	K	K	K	ALLCAPS	NODIGIT	1	NOPUNCT	K	X	X	DIFFERENTFONT	SAMEFONTSIZE	false	false	BASELINE	false	<tcValue>	<other>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
With	with	W	Wi	Wit	With	h	th	ith	With	INITCAP	NODIGIT	0	NOPUNCT	With	Xxxx	Xx	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
increasing	increasing	i	in	inc	incr	g	ng	ing	sing	NOCAPS	NODIGIT	0	NOPUNCT	increasing	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
field	field	f	fi	fie	fiel	d	ld	eld	ield	NOCAPS	NODIGIT	0	NOPUNCT	field	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
the	the	t	th	the	the	e	he	the	the	NOCAPS	NODIGIT	0	NOPUNCT	the	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
specific	specific	s	sp	spe	spec	c	ic	fic	ific	NOCAPS	NODIGIT	0	NOPUNCT	specific	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	I-<me_method>
heat	heat	h	he	hea	heat	t	at	eat	heat	NOCAPS	NODIGIT	0	NOPUNCT	heat	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<me_method>
jump	jump	j	ju	jum	jump	p	mp	ump	jump	NOCAPS	NODIGIT	0	NOPUNCT	jump	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
shifts	shifts	s	sh	shi	shif	s	ts	fts	ifts	NOCAPS	NODIGIT	0	NOPUNCT	shifts	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
towards	towards	t	to	tow	towa	s	ds	rds	ards	NOCAPS	NODIGIT	0	NOPUNCT	towards	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
lower	lower	l	lo	low	lowe	r	er	wer	ower	NOCAPS	NODIGIT	0	NOPUNCT	lower	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
temperature	temperature	t	te	tem	temp	e	re	ure	ture	NOCAPS	NODIGIT	0	NOPUNCT	temperature	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
and	and	a	an	and	and	d	nd	and	and	NOCAPS	NODIGIT	0	NOPUNCT	and	xxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
becomes	becomes	b	be	bec	beco	s	es	mes	omes	NOCAPS	NODIGIT	0	NOPUNCT	becomes	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
broadened	broadened	b	br	bro	broa	d	ed	ned	ened	NOCAPS	NODIGIT	0	NOPUNCT	broadened	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
,	,	,	,	,	,	,	,	,	,	ALLCAPS	NODIGIT	1	COMMA	,	,	,	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
consistent	consistent	c	co	con	cons	t	nt	ent	tent	NOCAPS	NODIGIT	0	NOPUNCT	consistent	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
with	with	w	wi	wit	with	h	th	ith	with	NOCAPS	NODIGIT	0	NOPUNCT	with	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
a	a	a	a	a	a	a	a	a	a	NOCAPS	NODIGIT	1	NOPUNCT	a	x	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
superconducting	superconducting	s	su	sup	supe	g	ng	ing	ting	NOCAPS	NODIGIT	0	NOPUNCT	superconducting	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	I-<tc>
transition	transition	t	tr	tra	tran	n	on	ion	tion	NOCAPS	NODIGIT	0	NOPUNCT	transition	xxxx	x	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<tc>
.	.	.	.	.	.	.	.	.	.	ALLCAPS	NODIGIT	1	DOT	.	.	.	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
At	at	A	At	At	At	t	At	At	At	INITCAP	NODIGIT	0	NOPUNCT	At	Xx	Xx	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
500	500	5	50	500	500	0	00	500	500	NOCAPS	ALLDIGIT	0	NOPUNCT	XXX	ddd	d	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
Oe	oe	O	Oe	Oe	Oe	e	Oe	Oe	Oe	INITCAP	NODIGIT	0	NOPUNCT	Oe	Xx	Xx	SAMEFONT	SAMEFONTSIZE	false	false	BASELINE	false	<other>	<other>
